30.628693,104.091676
30.641677,104.100013
30.644092,104.101406
30.626532,104.090842
30.648846,104.081744
30.644599,104.079186
30.666002,104.053961
30.684678,104.042464
30.665684,104.03808
30.656397,104.038564
30.654248,104.01784
30.663134,104.032656
30.645508,104.101176
30.671196,104.081045
30.667009,104.038206
30.641758,104.029525
30.626436,104.031118
30.632084,104.05757
30.63555,104.042413
30.658912,104.065103
30.65148,104.070951
30.666731,104.075286
30.648398,104.05319
30.657359,104.066224
30.638076,104.077423
30.648784,104.038866
30.698073,104.070239
30.644927,104.045774
30.677443,104.051421
30.639284,104.028466
30.698189,104.070088
30.674166,104.073078
30.650895,104.105633
30.640553,104.105269
30.64772,104.060145
30.644172,104.101446
30.662374,104.083767
30.664871,104.08332
30.687054,104.109236
30.672128,104.07842
30.68172,104.070579
30.644398,104.085168
30.680911,104.113167
30.660418,104.087337
30.670053,104.096116
30.655536,104.076514
30.66504,104.027332
30.656003,104.046644
30.652831,104.064954
30.680372,104.051622
30.680794,104.070162
30.658092,104.063337
30.65292,104.079121
30.653975,104.083892
30.656223,104.063552
30.672599,104.06127
30.651251,104.0638
30.631169,104.045992
30.64368,104.053865
30.638817,104.079427
30.628366,104.091604
30.629805,104.04778
30.635758,104.025286
30.624728,104.09553
30.62733,104.056366
30.654,104.020698
30.63455,104.03765
30.657138,104.044786
30.630135,104.073988
30.64295,104.083375
30.628085,104.042482
30.635464,104.048628
30.62998,104.047547
30.640795,104.083122
30.632923,104.051486
30.627675,104.042916
30.654156,104.065883
30.627542,104.074165
30.653213,104.024675
30.647631,104.072604
30.635794,104.105866
30.639623,104.039583
30.627242,104.064608
30.625141,104.06415
30.643129,104.06077
30.660696,104.076258
30.668068,104.080215
30.647382,104.103366
30.65908,104.108216
30.640056,104.066041
30.698218,104.07018
30.64732,104.1014
30.634381,104.095572
30.651878,104.07014
30.643322,104.053788
30.632564,104.051256
30.655796,104.038612
30.696862,104.075558
30.684514,104.08192
30.660355,104.07699
30.682685,104.087683
30.63205,104.059549
30.657757,104.06661
30.655858,104.06972
30.653933,104.083634
30.649266,104.088624
30.684627,104.082478
30.660891,104.089891
30.640916,104.079332
30.668326,104.084721
30.639072,104.02869
30.67568,104.038
30.677952,104.067851
30.667576,104.05358
30.666511,104.079114
30.646803,104.046128
30.68405,104.067832
30.681133,104.046269
30.653907,104.075319
30.685848,104.043363
30.68135,104.045594
30.646619,104.045016
30.624996,104.093763
30.626979,104.074128
30.666003,104.03413
30.634732,104.026127
30.651788,104.057162
30.631854,104.073843
30.62948,104.074172
30.668166,104.071245
30.660979,104.060837
30.635391,104.054007
30.62699,104.03013
30.656466,104.11279
30.678339,104.02208
30.693428,104.030581
30.648543,104.083448
30.655114,104.083977
30.641412,104.056716
30.646294,104.09474
30.646203,104.084005
30.660486,104.077444
30.65821,104.051985
30.654053,104.08384
30.655787,104.101346
30.677258,104.090728
30.650461,104.097261
30.644434,104.08265
30.624501,104.076422
30.631488,104.055258
30.687505,104.089801
30.686952,104.024338
30.681121,104.053504
30.697778,104.063894
30.671061,104.046482
30.686588,104.03185
30.654249,104.040495
30.655516,104.086888
30.648856,104.101114
30.644396,104.059764
30.650752,104.086646
30.662029,104.071801
30.694434,104.021564
30.624808,104.10431
30.641632,104.082236
30.644651,104.079096
30.633272,104.094914
30.626196,104.10157
30.672186,104.100848
